,Stateid,weekid,dose1,dose2
1906,PY,57,62153.0,3889.0
1907,PY,58,10217.0,5917.0
1908,PY,59,7909.0,8976.0
1909,PY,60,6010.0,10538.0
1910,PY,61,5851.0,10155.0
1911,PY,62,10247.0,405.0
1912,PY,63,17850.0,280.0
1913,PY,64,21649.0,513.0
1914,PY,65,35886.0,1184.0
1915,PY,66,78806.0,3058.0
1916,PY,67,59854.0,6869.0
1917,PY,68,35283.0,9080.0
1918,PY,69,24100.0,34636.0
1919,PY,70,36157.0,19851.0
1920,PY,71,26270.0,9889.0
1921,PY,72,24703.0,6520.0
1922,PY,73,23033.0,4694.0
1923,PY,74,18666.0,6396.0
1924,RJ,1,0.0,0.0
1925,RJ,2,0.0,0.0
1926,RJ,3,0.0,0.0
1927,RJ,4,0.0,0.0
1928,RJ,5,0.0,0.0
1929,RJ,6,0.0,0.0
1930,RJ,7,0.0,0.0
1931,RJ,8,0.0,0.0
1932,RJ,9,0.0,0.0
1933,RJ,10,0.0,0.0
1934,RJ,11,0.0,0.0
1935,RJ,12,0.0,0.0
1936,RJ,13,0.0,0.0
1937,RJ,14,0.0,0.0
1938,RJ,15,0.0,0.0
1939,RJ,16,0.0,0.0
1940,RJ,17,0.0,0.0
1941,RJ,18,0.0,0.0
1942,RJ,19,0.0,0.0
1943,RJ,20,0.0,0.0
1944,RJ,21,0.0,0.0
1945,RJ,22,0.0,0.0
1946,RJ,23,0.0,0.0
1947,RJ,24,0.0,0.0
1948,RJ,25,0.0,0.0
1949,RJ,26,0.0,0.0
1950,RJ,27,0.0,0.0
1951,RJ,28,0.0,0.0
1952,RJ,29,0.0,0.0
1953,RJ,30,0.0,0.0
1954,RJ,31,0.0,0.0
1955,RJ,32,0.0,0.0
1956,RJ,33,0.0,0.0
1957,RJ,34,0.0,0.0
1958,RJ,35,0.0,0.0
1959,RJ,36,0.0,0.0
1960,RJ,37,0.0,0.0
1961,RJ,38,0.0,0.0
1962,RJ,39,0.0,0.0
1963,RJ,40,0.0,0.0
1964,RJ,41,0.0,0.0
1965,RJ,42,0.0,0.0
1966,RJ,43,0.0,0.0
1967,RJ,44,3285.0,0.0
1968,RJ,45,44630.0,0.0
1969,RJ,46,260008.0,0.0
1970,RJ,47,126859.0,0.0
1971,RJ,48,150788.0,0.0
1972,RJ,49,187668.0,36825.0
1973,RJ,50,16240.0,184117.0
1974,RJ,51,915155.0,98478.0
1975,RJ,52,648245.0,124376.0
1976,RJ,53,1127685.0,189443.0
1977,RJ,54,1112215.0,27122.0
1978,RJ,55,975225.0,141525.0
1979,RJ,56,2880719.0,312989.0
1980,RJ,57,881931.0,250727.0
1981,RJ,58,967612.0,543249.0
1982,RJ,59,537635.0,339558.0
1983,RJ,60,599274.0,403010.0
1984,RJ,61,716229.0,332660.0
1985,RJ,62,767046.0,41975.0
1986,RJ,63,750240.0,65050.0
1987,RJ,64,776273.0,126025.0
1988,RJ,65,1828120.0,116780.0
1989,RJ,66,1206696.0,55582.0
1990,RJ,67,2710837.0,407036.0
1991,RJ,68,1138425.0,540541.0
1992,RJ,69,334966.0,330302.0
1993,RJ,70,1161326.0,847280.0
1994,RJ,71,1095512.0,763765.0
1995,RJ,72,1051186.0,1218175.0
1996,RJ,73,1738717.0,747531.0
1997,RJ,74,1821035.0,739438.0
1998,SK,1,0.0,0.0
1999,SK,2,0.0,0.0
2000,SK,3,0.0,0.0
2001,SK,4,0.0,0.0
2002,SK,5,0.0,0.0
2003,SK,6,0.0,0.0
2004,SK,7,0.0,0.0
2005,SK,8,0.0,0.0
2006,SK,9,0.0,0.0
2007,SK,10,0.0,0.0
2008,SK,11,0.0,0.0
2009,SK,12,0.0,0.0
2010,SK,13,0.0,0.0
2011,SK,14,0.0,0.0
2012,SK,15,0.0,0.0
2013,SK,16,0.0,0.0
2014,SK,17,0.0,0.0
2015,SK,18,0.0,0.0
2016,SK,19,0.0,0.0
2017,SK,20,0.0,0.0
2018,SK,21,0.0,0.0
2019,SK,22,0.0,0.0
2020,SK,23,0.0,0.0
2021,SK,24,0.0,0.0
2022,SK,25,0.0,0.0
2023,SK,26,0.0,0.0
2024,SK,27,0.0,0.0
2025,SK,28,0.0,0.0
2026,SK,29,0.0,0.0
2027,SK,30,0.0,0.0
2028,SK,31,0.0,0.0
2029,SK,32,0.0,0.0
2030,SK,33,0.0,0.0
2031,SK,34,0.0,0.0
2032,SK,35,0.0,0.0
2033,SK,36,0.0,0.0
2034,SK,37,0.0,0.0
2035,SK,38,0.0,0.0
2036,SK,39,0.0,0.0
2037,SK,40,0.0,0.0
2038,SK,41,0.0,0.0
2039,SK,42,0.0,0.0
2040,SK,43,0.0,0.0
2041,SK,44,7.0,0.0
2042,SK,45,292.0,0.0
2043,SK,46,1408.0,0.0
2044,SK,47,3382.0,0.0
2045,SK,48,2953.0,0.0
2046,SK,49,4180.0,699.0
2047,SK,50,5425.0,766.0
2048,SK,51,7574.0,2791.0
2049,SK,52,13895.0,3329.0
2050,SK,53,12503.0,2529.0
2051,SK,54,8783.0,2809.0
2052,SK,55,5816.0,-261.0
2053,SK,56,33745.0,2576.0
2054,SK,57,39431.0,5491.0
2055,SK,58,14185.0,11141.0
2056,SK,59,7785.0,11726.0
2057,SK,60,3408.0,10773.0
2058,SK,61,1428.0,5225.0
2059,SK,62,8466.0,43.0
2060,SK,63,4572.0,16.0
2061,SK,64,676.0,61.0
2062,SK,65,33676.0,85.0
2063,SK,66,85132.0,112.0
2064,SK,67,72812.0,1686.0
2065,SK,68,44863.0,23584.0
2066,SK,69,25728.0,33281.0
2067,SK,70,22258.0,17637.0
2068,SK,71,17658.0,8405.0
2069,SK,72,8590.0,3601.0
2070,SK,73,6523.0,2638.0
2071,SK,74,3675.0,7299.0
2072,TG,1,0.0,0.0
2073,TG,2,0.0,0.0
2074,TG,3,0.0,0.0
2075,TG,4,0.0,0.0
2076,TG,5,0.0,0.0
2077,TG,6,0.0,0.0
2078,TG,7,0.0,0.0
2079,TG,8,0.0,0.0
2080,TG,9,0.0,0.0
2081,TG,10,0.0,0.0
2082,TG,11,0.0,0.0
2083,TG,12,0.0,0.0
2084,TG,13,0.0,0.0
2085,TG,14,0.0,0.0
2086,TG,15,0.0,0.0
2087,TG,16,0.0,0.0
2088,TG,17,0.0,0.0
2089,TG,18,0.0,0.0
2090,TG,19,0.0,0.0
2091,TG,20,0.0,0.0
2092,TG,21,0.0,0.0
2093,TG,22,0.0,0.0
2094,TG,23,0.0,0.0
2095,TG,24,0.0,0.0
2096,TG,25,0.0,0.0
2097,TG,26,0.0,0.0
2098,TG,27,0.0,0.0
2099,TG,28,0.0,0.0
2100,TG,29,0.0,0.0
2101,TG,30,0.0,0.0
2102,TG,31,0.0,0.0
2103,TG,32,0.0,0.0
2104,TG,33,0.0,0.0
2105,TG,34,0.0,0.0
2106,TG,35,0.0,0.0
2107,TG,36,0.0,0.0
2108,TG,37,0.0,0.0
2109,TG,38,0.0,0.0
2110,TG,39,0.0,0.0
2111,TG,40,0.0,0.0
2112,TG,41,0.0,0.0
2113,TG,42,0.0,0.0
2114,TG,43,0.0,0.0
2115,TG,44,443.0,0.0
2116,TG,45,25076.0,0.0
2117,TG,46,63571.0,0.0
2118,TG,47,39518.0,0.0
2119,TG,48,70171.0,1729.0
2120,TG,49,65174.0,76308.0
2121,TG,50,12332.0,44335.0
2122,TG,51,61992.0,29522.0
2123,TG,52,83205.0,46638.0
2124,TG,53,114357.0,10398.0
2125,TG,54,155725.0,9021.0
2126,TG,55,335637.0,16502.0
2127,TG,56,519791.0,43533.0
2128,TG,57,774689.0,61728.0
2129,TG,58,865986.0,112099.0
2130,TG,59,612647.0,106273.0
2131,TG,60,211185.0,163761.0
2132,TG,61,58614.0,221036.0
2133,TG,62,5737.0,8750.0
2134,TG,63,189215.0,159040.0
2135,TG,64,516022.0,51761.0
2136,TG,65,1050315.0,34774.0
2137,TG,66,1004453.0,33311.0
2138,TG,67,960054.0,72369.0
2139,TG,68,905384.0,181110.0
2140,TG,69,402845.0,245726.0
2141,TG,70,376808.0,359503.0
2142,TG,71,172635.0,482030.0
2143,TG,72,161120.0,471458.0
2144,TG,73,276656.0,353236.0
2145,TG,74,413737.0,221492.0
2146,TN,1,0.0,0.0
2147,TN,2,0.0,0.0
2148,TN,3,0.0,0.0
2149,TN,4,0.0,0.0
2150,TN,5,0.0,0.0
2151,TN,6,0.0,0.0
2152,TN,7,0.0,0.0
2153,TN,8,0.0,0.0
2154,TN,9,0.0,0.0
2155,TN,10,0.0,0.0
2156,TN,11,0.0,0.0
2157,TN,12,0.0,0.0
2158,TN,13,0.0,0.0
2159,TN,14,0.0,0.0
2160,TN,15,0.0,0.0
2161,TN,16,0.0,0.0
2162,TN,17,0.0,0.0
2163,TN,18,0.0,0.0
2164,TN,19,0.0,0.0
2165,TN,20,0.0,0.0
2166,TN,21,0.0,0.0
2167,TN,22,0.0,0.0
2168,TN,23,0.0,0.0
2169,TN,24,0.0,0.0
2170,TN,25,0.0,0.0
2171,TN,26,0.0,0.0
2172,TN,27,0.0,0.0
2173,TN,28,0.0,0.0
2174,TN,29,0.0,0.0
2175,TN,30,0.0,0.0
2176,TN,31,0.0,0.0
2177,TN,32,0.0,0.0
2178,TN,33,0.0,0.0
2179,TN,34,0.0,0.0
2180,TN,35,0.0,0.0
2181,TN,36,0.0,0.0
2182,TN,37,0.0,0.0
2183,TN,38,0.0,0.0
2184,TN,39,0.0,0.0
2185,TN,40,0.0,0.0
2186,TN,41,0.0,0.0
2187,TN,42,0.0,0.0
2188,TN,43,0.0,0.0
2189,TN,44,1084.0,0.0
2190,TN,45,28247.0,0.0
2191,TN,46,43984.0,0.0
2192,TN,47,46383.0,0.0
2193,TN,48,64735.0,619.0
2194,TN,49,56824.0,12568.0
2195,TN,50,26879.0,20411.0
2196,TN,51,251087.0,28341.0
2197,TN,52,494105.0,50931.0
2198,TN,53,615957.0,59215.0
2199,TN,54,601207.0,43999.0
2200,TN,55,396825.0,47559.0
2201,TN,56,418127.0,102860.0
2202,TN,57,721704.0,200053.0
2203,TN,58,292346.0,326332.0
2204,TN,59,265658.0,374921.0
2205,TN,60,204325.0,270778.0
2206,TN,61,248194.0,242048.0
2207,TN,62,234370.0,47131.0
2208,TN,63,1254075.0,48674.0
2209,TN,64,1041202.0,74298.0
2210,TN,65,544122.0,47790.0
2211,TN,66,1598944.0,105743.0
2212,TN,67,2029656.0,193547.0
2213,TN,68,1393072.0,222690.0
2214,TN,69,503935.0,208703.0
2215,TN,70,1368796.0,475555.0
2216,TN,71,1230152.0,299482.0
2217,TN,72,1484550.0,388806.0
2218,TN,73,1559457.0,392722.0
2219,TN,74,1155508.0,262767.0
2220,TR,1,0.0,0.0
2221,TR,2,0.0,0.0
2222,TR,3,0.0,0.0
2223,TR,4,0.0,0.0
2224,TR,5,0.0,0.0
2225,TR,6,0.0,0.0
2226,TR,7,0.0,0.0
2227,TR,8,0.0,0.0
2228,TR,9,0.0,0.0
2229,TR,10,0.0,0.0
2230,TR,11,0.0,0.0
2231,TR,12,0.0,0.0
2232,TR,13,0.0,0.0
2233,TR,14,0.0,0.0
2234,TR,15,0.0,0.0
2235,TR,16,0.0,0.0
2236,TR,17,0.0,0.0
2237,TR,18,0.0,0.0
2238,TR,19,0.0,0.0
2239,TR,20,0.0,0.0
2240,TR,21,0.0,0.0
2241,TR,22,0.0,0.0
2242,TR,23,0.0,0.0
2243,TR,24,0.0,0.0
2244,TR,25,0.0,0.0
2245,TR,26,0.0,0.0
2246,TR,27,0.0,0.0
2247,TR,28,0.0,0.0
2248,TR,29,0.0,0.0
2249,TR,30,0.0,0.0
2250,TR,31,0.0,0.0
2251,TR,32,0.0,0.0
2252,TR,33,0.0,0.0
2253,TR,34,0.0,0.0
2254,TR,35,0.0,0.0
2255,TR,36,0.0,0.0
2256,TR,37,0.0,0.0
2257,TR,38,0.0,0.0
2258,TR,39,0.0,0.0
2259,TR,40,0.0,0.0
2260,TR,41,0.0,0.0
2261,TR,42,0.0,0.0
2262,TR,43,0.0,0.0
2263,TR,44,107.0,0.0
2264,TR,45,3242.0,0.0
2265,TR,46,17993.0,0.0
2266,TR,47,10893.0,0.0
2267,TR,48,29275.0,334.0
2268,TR,49,19365.0,11080.0
2269,TR,50,7214.0,9588.0
2270,TR,51,18629.0,7932.0
2271,TR,52,25927.0,18620.0
2272,TR,53,116361.0,19131.0
2273,TR,54,303750.0,8267.0
2274,TR,55,83174.0,3923.0
2275,TR,56,85000.0,12390.0
2276,TR,57,45278.0,22711.0
2277,TR,58,54367.0,77270.0
2278,TR,59,86924.0,162825.0
2279,TR,60,45448.0,111604.0
2280,TR,61,32583.0,40986.0
2281,TR,62,59022.0,334.0
2282,TR,63,36084.0,578.0
2283,TR,64,46963.0,471.0
2284,TR,65,19783.0,4493.0
2285,TR,66,236415.0,24532.0
2286,TR,67,510210.0,36598.0
2287,TR,68,104894.0,40919.0
2288,TR,69,59108.0,32856.0
2289,TR,70,82326.0,44761.0
2290,TR,71,69473.0,49589.0
2291,TR,72,150211.0,43390.0
2292,TR,73,45271.0,14927.0
2293,TR,74,28407.0,26677.0
2294,UP,1,0.0,0.0
2295,UP,2,0.0,0.0
2296,UP,3,0.0,0.0
2297,UP,4,0.0,0.0
2298,UP,5,0.0,0.0
2299,UP,6,0.0,0.0
2300,UP,7,0.0,0.0
2301,UP,8,0.0,0.0
2302,UP,9,0.0,0.0
2303,UP,10,0.0,0.0
2304,UP,11,0.0,0.0
2305,UP,12,0.0,0.0
2306,UP,13,0.0,0.0
2307,UP,14,0.0,0.0
2308,UP,15,0.0,0.0
2309,UP,16,0.0,0.0
2310,UP,17,0.0,0.0
2311,UP,18,0.0,0.0
2312,UP,19,0.0,0.0
2313,UP,20,0.0,0.0
2314,UP,21,0.0,0.0
2315,UP,22,0.0,0.0
2316,UP,23,0.0,0.0
2317,UP,24,0.0,0.0
2318,UP,25,0.0,0.0
2319,UP,26,0.0,0.0
2320,UP,27,0.0,0.0
2321,UP,28,0.0,0.0
2322,UP,29,0.0,0.0
2323,UP,30,0.0,0.0
2324,UP,31,0.0,0.0
2325,UP,32,0.0,0.0
2326,UP,33,0.0,0.0
2327,UP,34,0.0,0.0
2328,UP,35,0.0,0.0
2329,UP,36,0.0,0.0
2330,UP,37,0.0,0.0
2331,UP,38,0.0,0.0
2332,UP,39,0.0,0.0
2333,UP,40,0.0,0.0
2334,UP,41,0.0,0.0
2335,UP,42,0.0,0.0
2336,UP,43,0.0,0.0
2337,UP,44,2142.0,0.0
2338,UP,45,27067.0,0.0
2339,UP,46,384185.0,0.0
2340,UP,47,195664.0,0.0
2341,UP,48,213827.0,2.0
2342,UP,49,261611.0,95744.0
2343,UP,50,139123.0,273449.0
2344,UP,51,192643.0,135222.0
2345,UP,52,518731.0,87220.0
2346,UP,53,1213605.0,261643.0
2347,UP,54,1026713.0,120186.0
2348,UP,55,1084826.0,43883.0
2349,UP,56,1651662.0,165604.0
2350,UP,57,1749434.0,359176.0
2351,UP,58,648755.0,371500.0
2352,UP,59,528765.0,356682.0
2353,UP,60,564200.0,394014.0
2354,UP,61,782909.0,457042.0
2355,UP,62,1158027.0,77552.0
2356,UP,63,1602169.0,97319.0
2357,UP,64,2006310.0,171743.0
2358,UP,65,2454619.0,158523.0
2359,UP,66,2309960.0,216513.0
2360,UP,67,4351832.0,285976.0
2361,UP,68,1565888.0,483621.0
2362,UP,69,3416906.0,939896.0
2363,UP,70,2340756.0,699092.0
2364,UP,71,3184340.0,662030.0
2365,UP,72,3144352.0,559136.0
2366,UP,73,4475752.0,579932.0
2367,UP,74,2877827.0,766686.0
2368,UT,1,0.0,0.0
2369,UT,2,0.0,0.0
2370,UT,3,0.0,0.0
2371,UT,4,0.0,0.0
2372,UT,5,0.0,0.0
2373,UT,6,0.0,0.0
2374,UT,7,0.0,0.0
2375,UT,8,0.0,0.0
2376,UT,9,0.0,0.0
2377,UT,10,0.0,0.0
2378,UT,11,0.0,0.0
2379,UT,12,0.0,0.0
2380,UT,13,0.0,0.0
2381,UT,14,0.0,0.0
2382,UT,15,0.0,0.0
2383,UT,16,0.0,0.0
2384,UT,17,0.0,0.0
2385,UT,18,0.0,0.0
2386,UT,19,0.0,0.0
2387,UT,20,0.0,0.0
2388,UT,21,0.0,0.0
2389,UT,22,0.0,0.0
2390,UT,23,0.0,0.0
2391,UT,24,0.0,0.0
2392,UT,25,0.0,0.0
2393,UT,26,0.0,0.0
2394,UT,27,0.0,0.0
2395,UT,28,0.0,0.0
2396,UT,29,0.0,0.0
2397,UT,30,0.0,0.0
2398,UT,31,0.0,0.0
2399,UT,32,0.0,0.0
2400,UT,33,0.0,0.0
2401,UT,34,0.0,0.0
2402,UT,35,0.0,0.0
2403,UT,36,0.0,0.0
2404,UT,37,0.0,0.0
2405,UT,38,0.0,0.0
2406,UT,39,0.0,0.0
2407,UT,40,0.0,0.0
2408,UT,41,0.0,0.0
2409,UT,42,0.0,0.0
2410,UT,43,0.0,0.0
2411,UT,44,511.0,0.0
2412,UT,45,2727.0,0.0
2413,UT,46,20684.0,0.0
2414,UT,47,46416.0,0.0
2415,UT,48,39628.0,403.0
2416,UT,49,28286.0,7886.0
2417,UT,50,9846.0,12215.0
2418,UT,51,42864.0,35259.0
2419,UT,52,66264.0,29830.0
2420,UT,53,119424.0,27835.0
2421,UT,54,122378.0,10289.0
2422,UT,55,225500.0,15864.0
2423,UT,56,380519.0,39425.0
2424,UT,57,219846.0,61996.0
2425,UT,58,194108.0,91544.0
2426,UT,59,155973.0,91535.0
2427,UT,60,93767.0,156907.0
2428,UT,61,196189.0,99421.0
2429,UT,62,126923.0,618.0
2430,UT,63,116421.0,2054.0
2431,UT,64,130434.0,3882.0
2432,UT,65,252104.0,7837.0
2433,UT,66,218938.0,37386.0
2434,UT,67,616128.0,35808.0
2435,UT,68,238405.0,95017.0
2436,UT,69,235014.0,127012.0
2437,UT,70,136605.0,175502.0
2438,UT,71,174450.0,150844.0
2439,UT,72,260427.0,119842.0
2440,UT,73,552522.0,138712.0
2441,UT,74,472556.0,147531.0
2442,WB,1,0.0,0.0
2443,WB,2,0.0,0.0
2444,WB,3,0.0,0.0
2445,WB,4,0.0,0.0
2446,WB,5,0.0,0.0
2447,WB,6,0.0,0.0
2448,WB,7,0.0,0.0
2449,WB,8,0.0,0.0
2450,WB,9,0.0,0.0
2451,WB,10,0.0,0.0
2452,WB,11,0.0,0.0
2453,WB,12,0.0,0.0
2454,WB,13,0.0,0.0
2455,WB,14,0.0,0.0
2456,WB,15,0.0,0.0
2457,WB,16,0.0,0.0
2458,WB,17,0.0,0.0
2459,WB,18,0.0,0.0
2460,WB,19,0.0,0.0
2461,WB,20,0.0,0.0
2462,WB,21,0.0,0.0
2463,WB,22,0.0,0.0
2464,WB,23,0.0,0.0
2465,WB,24,0.0,0.0
2466,WB,25,0.0,0.0
2467,WB,26,0.0,0.0
2468,WB,27,0.0,0.0
2469,WB,28,0.0,0.0
2470,WB,29,0.0,0.0
2471,WB,30,0.0,0.0
2472,WB,31,0.0,0.0
2473,WB,32,0.0,0.0
2474,WB,33,0.0,0.0
2475,WB,34,0.0,0.0
2476,WB,35,0.0,0.0
2477,WB,36,0.0,0.0
2478,WB,37,0.0,0.0
2479,WB,38,0.0,0.0
2480,WB,39,0.0,0.0
2481,WB,40,0.0,0.0
2482,WB,41,0.0,0.0
2483,WB,42,0.0,0.0
2484,WB,43,0.0,0.0
2485,WB,44,,
2486,WB,45,,
2487,WB,46,170838.0,0.0
2488,WB,47,109807.0,0.0
2489,WB,48,156918.0,1084.0
2490,WB,49,139586.0,43442.0
2491,WB,50,333553.0,94321.0
2492,WB,51,346056.0,98781.0
2493,WB,52,692572.0,120181.0
2494,WB,53,1049236.0,123596.0
2495,WB,54,1101115.0,131092.0
2496,WB,55,1117185.0,95357.0
2497,WB,56,1712540.0,210728.0
2498,WB,57,604467.0,244081.0
2499,WB,58,650063.0,548644.0
2500,WB,59,462831.0,656799.0
2501,WB,60,133816.0,760535.0
2502,WB,61,131318.0,589347.0
2503,WB,62,318923.0,96990.0
2504,WB,63,1133002.0,49083.0
2505,WB,64,1683066.0,77019.0
2506,WB,65,1471746.0,97541.0
2507,WB,66,1115331.0,221649.0
2508,WB,67,1643157.0,463266.0
2509,WB,68,815188.0,732087.0
2510,WB,69,569656.0,907248.0
2511,WB,70,835366.0,1096734.0
2512,WB,71,946725.0,734887.0
2513,WB,72,1350077.0,486888.0
2514,WB,73,2121735.0,388892.0
2515,WB,74,1856470.0,318877.0
